entry,stop,target1,target2,exit,pnl_points,result,score,option_type,date,next_date,expiry,strike,spot,rsi,ema20,ema50,ema200,macd,signal,momentum,oi,change_oi,probability,reasons,warnings,entry_date,exit_date,pnl_rupees,equity,peak,drawdown,score_bucket
118.8,100.98,142.56,166.32,100.98,-17.82,LOSS,82,CE,2026-08-06,2026-08-07,2026-08-11,24700.0,24636.0,58.49667680522702,24315.841686564985,24240.554578060604,24212.683171072946,111.60676268345924,40.590711511390964,11.349999999998545,8331570.0,923065.0,74,Bullish EMA alignment | EMA momentum bullish | RSI supports bullish momentum | MACD bullish | Underlying momentum bullish | Open interest available | Positive change in OI,,2026-08-06,2026-08-07,-445.5,49554.5,49554.5,0.0,80-84
