Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,07-Aug-2026,11-Aug-2026,PE,27200.00,-,-,-,2656.55,-,2611.32,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21900.00,0.70,0.80,0.40,0.45,0.40,0.45,4206.00,59873.89,1.48,104975.00,-38285.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22650.00,1.20,1.55,0.50,0.75,0.50,0.75,10587.00,155873.41,6.30,139750.00,34840.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22500.00,0.95,1.10,0.55,0.65,0.60,0.65,87374.00,1277885.79,41.04,1977625.00,-632580.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23750.00,3.40,3.90,1.65,2.05,1.75,2.05,251469.00,3882505.33,452.64,1843530.00,675675.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26450.00,-,-,-,1943.90,-,1861.82,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21850.00,0.90,0.95,0.40,0.45,0.40,0.45,493.00,7002.02,0.19,34905.00,5265.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25050.00,447.45,512.65,423.50,449.05,450.75,449.05,4148.00,68782.49,1242.68,44655.00,2795.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22800.00,1.05,1.40,0.75,0.90,0.90,0.90,28530.00,422833.15,18.55,632645.00,-9555.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24050.00,7.80,10.40,4.10,4.45,4.70,4.45,399359.00,6244984.86,2005.29,1904760.00,533845.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23650.00,2.25,3.15,1.20,1.70,1.45,1.70,173005.00,2659770.67,251.31,769470.00,-56355.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24300.00,25.00,38.85,16.55,19.00,19.50,19.00,1660825.00,26265818.95,33088.07,6084845.00,463970.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26000.00,1380.00,1451.00,1360.00,1391.60,1385.00,1391.60,227.00,4044.08,207.78,207350.00,2925.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22850.00,1.15,1.45,0.60,0.90,0.60,0.90,16579.00,246250.54,10.94,170495.00,49725.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26400.00,-,-,-,1897.95,-,1811.85,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24500.00,79.00,99.70,57.35,63.60,63.45,63.60,4313484.00,68928648.55,236415.85,7324525.00,1499680.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,27000.00,-,-,-,2501.00,2501.00,2411.45,-,-,-,1690.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22000.00,0.70,0.80,0.45,0.50,0.45,0.50,34228.00,489472.94,12.54,1149265.00,-115960.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26300.00,-,-,-,1806.80,-,1711.92,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22350.00,1.20,1.30,0.50,0.65,0.60,0.65,3840.00,55787.49,1.89,63505.00,9945.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22400.00,0.65,1.20,0.60,0.70,0.60,0.70,18932.00,275658.77,8.85,457860.00,138320.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22050.00,0.95,1.00,0.45,0.50,0.50,0.50,1003.00,14375.89,0.39,38805.00,9100.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23900.00,4.00,5.80,2.25,2.80,2.50,2.80,522830.00,8123563.73,1399.68,4647045.00,1198015.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22250.00,0.90,1.05,0.45,0.55,0.60,0.55,1327.00,19192.33,0.59,37700.00,-1235.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23250.00,1.55,1.85,1.05,1.25,1.10,1.25,30790.00,465342.76,28.89,226460.00,18395.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25300.00,685.00,744.45,661.00,694.20,692.15,694.20,198.00,3346.76,90.65,21645.00,2600.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23600.00,1.90,2.80,1.25,1.55,1.25,1.55,396701.00,6085915.09,521.75,3990350.00,1000285.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23150.00,1.30,1.65,0.90,1.15,0.90,1.15,22993.00,346006.62,19.45,166270.00,-60255.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26650.00,1861.30,2128.10,1861.30,2128.10,2128.10,2061.69,2.00,37.24,2.60,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25850.00,1254.00,1254.00,1238.85,1238.85,1238.85,1262.48,2.00,35.23,1.62,520.00,65.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24150.00,13.00,17.60,6.60,7.45,8.10,7.45,529432.00,8315329.91,4571.09,2545595.00,1066975.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25200.00,587.95,656.15,563.25,594.65,597.50,594.65,1156.00,19389.12,453.84,60255.00,2405.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25900.00,-,-,-,1363.05,1363.05,1312.36,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26850.00,-,-,-,2319.50,-,2261.55,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25450.00,857.75,883.65,848.55,883.65,883.65,866.44,11.00,188.21,6.24,130.00,65.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23000.00,1.25,1.45,0.90,1.10,1.00,1.10,173649.00,2596186.30,133.75,5307250.00,750750.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22900.00,1.25,1.50,0.75,0.95,0.90,0.95,38358.00,570986.66,27.83,778180.00,-87555.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23050.00,1.35,1.55,0.90,1.10,1.00,1.10,18910.00,283333.78,14.71,187850.00,35945.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,27050.00,-,-,-,2511.40,-,2461.42,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26100.00,-,-,-,1628.10,-,1512.09,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25100.00,500.00,555.80,468.55,497.60,496.95,497.60,4189.00,69723.19,1379.65,74490.00,-4745.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26900.00,-,-,-,2367.30,-,2311.52,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23400.00,1.70,2.10,0.95,1.30,1.15,1.30,165274.00,2513988.77,171.23,2285985.00,-543075.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25600.00,1006.00,1044.20,1006.00,1030.35,1030.35,1013.93,9.00,155.73,5.97,3185.00,-130.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23300.00,1.75,1.95,1.05,1.30,1.15,1.30,119045.00,1803049.30,112.78,1936155.00,444080.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21650.00,0.85,0.95,0.35,0.35,0.35,0.35,3347.00,47101.75,1.09,104845.00,27885.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25800.00,1195.00,1195.00,1195.00,1195.00,1195.00,1195.00,4.00,70.19,3.11,1560.00,-195.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24200.00,15.70,23.00,8.85,10.10,10.20,10.10,1243456.00,19573851.05,14288.17,6500520.00,797615.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24650.00,178.30,178.80,122.55,131.85,131.85,131.85,1670473.00,26931926.43,166772.79,1979380.00,-1767090.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26550.00,-,-,-,2036.55,-,1961.75,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25550.00,-,-,-,843.05,848.90,964.55,-,-,-,1560.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24800.00,221.00,287.60,220.05,231.25,230.80,231.25,313848.00,5110555.40,51325.64,923390.00,-163475.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26800.00,-,-,-,2271.90,-,2211.59,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24100.00,9.40,13.45,5.15,5.65,6.00,5.65,801971.00,12568146.75,5271.03,4759820.00,312585.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24600.00,143.45,148.50,97.20,105.20,104.50,105.20,5156643.00,82880840.25,426118.68,7651085.00,-892385.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22700.00,0.95,1.55,0.75,0.80,0.75,0.80,14224.00,209883.50,8.38,322660.00,-56745.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22100.00,0.80,0.85,0.45,0.55,0.45,0.55,12184.00,175027.97,4.81,198315.00,-83590.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21750.00,0.70,0.90,0.35,0.40,0.40,0.40,975.00,13784.39,0.33,50700.00,12415.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26500.00,-,-,-,1896.45,1896.45,1911.79,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25700.00,-,-,-,1035.40,1035.40,1113.10,-,-,-,1300.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25250.00,639.15,699.00,611.45,644.65,642.85,644.65,196.00,3301.94,85.09,13325.00,2275.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22950.00,1.30,1.40,0.80,1.05,0.95,1.05,11105.00,165667.04,8.20,136175.00,18330.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25650.00,-,-,-,962.00,962.00,1063.46,-,-,-,585.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26150.00,-,-,-,1672.30,-,1562.04,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24750.00,190.00,248.65,176.70,195.60,196.00,195.60,291399.00,4728908.91,41027.50,432315.00,-371995.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24450.00,68.65,80.25,42.60,47.65,49.50,47.65,1697295.00,27047406.54,73145.75,2361060.00,172185.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23800.00,3.30,4.35,1.90,2.30,2.00,2.30,536188.00,8295896.27,1067.91,5136690.00,1487395.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22600.00,1.20,1.45,0.65,0.75,0.65,0.75,14414.00,211749.61,7.95,469365.00,71955.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26350.00,-,-,-,1852.25,-,1761.89,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24950.00,365.00,418.25,337.40,358.05,359.95,358.05,9326.00,153510.44,2266.03,61945.00,-16965.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21600.00,0.60,0.60,0.30,0.30,0.30,0.30,67076.00,941763.70,16.66,2902835.00,-318045.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25150.00,558.95,602.20,515.50,546.50,545.60,546.50,790.00,13198.29,283.76,20345.00,7995.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,27150.00,-,-,-,2608.05,-,2561.36,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26200.00,-,-,-,1662.00,1662.00,1612.00,-,-,-,5200.00,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23500.00,1.60,2.40,1.10,1.40,1.20,1.40,532954.00,8141476.23,603.88,6294015.00,-298480.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22550.00,0.95,1.25,0.65,0.75,0.70,0.75,10784.00,158072.39,5.91,103350.00,36270.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22450.00,1.15,1.20,0.55,0.70,0.65,0.70,3710.00,54140.08,1.91,59930.00,3250.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26700.00,-,-,-,2177.20,-,2111.65,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23700.00,2.50,3.45,1.40,1.85,1.40,1.85,497432.00,7663728.55,788.59,3201055.00,514735.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25950.00,-,-,-,1497.75,-,1362.27,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23200.00,1.25,1.80,1.00,1.25,1.00,1.25,85598.00,1290893.53,75.69,2289820.00,-212095.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,27100.00,-,-,-,2559.70,-,2511.39,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26050.00,-,-,-,1584.30,-,1462.14,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26750.00,-,-,-,2224.45,-,2161.62,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24350.00,46.65,50.00,23.05,26.20,26.70,26.20,1055127.00,16727658.10,27635.51,2207205.00,-22360.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23850.00,2.25,5.05,2.00,2.50,2.05,2.50,293214.00,4546224.21,674.17,1648400.00,530465.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26600.00,-,-,-,2083.25,-,2011.72,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24550.00,113.65,122.00,75.05,83.00,82.25,83.00,4067445.00,65183944.95,277691.36,3446365.00,1008410.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,26250.00,-,-,-,1761.65,-,1661.96,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23950.00,5.20,6.80,2.85,3.10,2.95,3.10,340118.00,5295905.10,1118.13,1490710.00,280410.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24000.00,4.60,8.10,3.40,3.75,3.55,3.75,1029411.00,16062977.86,4166.26,10339485.00,951405.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,21800.00,0.90,1.15,0.35,0.40,0.40,0.40,5384.00,76293.02,1.74,181675.00,-21840.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25400.00,775.80,850.00,761.80,792.45,786.25,792.45,182.00,3100.43,95.61,13455.00,585.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22300.00,0.75,1.35,0.50,0.60,0.50,0.60,14027.00,203327.50,6.13,282555.00,-77805.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22200.00,0.75,0.80,0.45,0.55,0.50,0.55,14133.00,203944.77,5.58,305110.00,-72670.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25000.00,420.95,473.00,400.60,419.90,431.45,419.90,3596.00,59444.62,1009.62,220090.00,52975.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25050.00,457.85,506.95,439.45,455.70,443.55,455.70,68.00,1127.65,20.44,2925.00,390.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26700.00,-,-,-,2509.90,-,2081.26,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,27000.00,-,-,-,2801.40,-,2380.31,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25100.00,503.10,543.45,480.00,503.75,492.00,503.75,192.00,3196.17,63.69,7995.00,1040.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23650.00,12.50,12.70,7.95,8.30,8.30,8.30,5380.00,82739.67,35.62,86905.00,29055.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26950.00,-,-,-,2752.60,-,2330.43,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24900.00,348.95,396.00,332.30,339.60,343.10,339.60,3246.00,53291.22,754.71,73190.00,-20540.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,27150.00,-,-,-,2948.25,-,2529.96,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26100.00,-,-,-,1650.00,1650.00,1487.66,-,-,-,65.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22900.00,4.55,4.60,3.40,3.65,3.75,3.65,4007.00,59654.19,9.99,116935.00,45045.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25500.00,857.00,908.05,835.25,874.95,881.65,874.95,56.00,960.17,31.97,7345.00,1690.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24700.00,210.00,262.00,210.00,217.85,219.20,217.85,30493.00,494193.58,4628.47,479180.00,-4940.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24050.00,34.95,42.50,28.35,29.65,30.05,29.65,7326.00,114690.79,167.09,134680.00,33150.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25550.00,-,-,-,1452.05,-,966.75,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23950.00,25.00,31.00,19.70,20.90,21.90,20.90,8164.00,127233.09,140.02,203385.00,126945.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25900.00,1292.90,1292.90,1292.90,1292.90,1292.90,1293.78,1.00,17.68,0.84,65.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22850.00,4.15,4.20,3.10,3.60,3.10,3.60,152.00,2257.96,0.38,7410.00,910.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25600.00,-,-,-,876.55,876.55,1012.12,-,-,-,845.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22300.00,2.85,3.20,2.55,2.75,2.55,2.75,1156.00,16758.39,2.17,62725.00,30745.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22200.00,2.70,3.10,2.45,2.70,2.60,2.70,4552.00,65693.73,8.37,297050.00,104260.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25800.00,1190.00,1195.00,1170.00,1195.00,1195.00,1198.38,4.00,70.16,3.08,325.00,130.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24250.00,54.95,78.00,54.80,57.85,60.75,57.85,9809.00,155041.78,427.42,177970.00,18330.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24500.00,132.95,159.30,121.30,126.50,128.00,126.50,61331.00,982350.38,5654.20,1037270.00,190125.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26150.00,-,-,-,1988.05,-,1536.60,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24600.00,185.95,207.50,162.00,168.05,169.85,168.05,72606.00,1169648.10,8678.16,979030.00,148200.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,27100.00,-,-,-,2899.20,-,2480.07,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25150.00,544.40,563.00,527.80,543.70,543.70,543.70,17.00,283.93,6.02,2015.00,-65.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22750.00,3.80,3.80,3.30,3.40,3.65,3.40,55.00,813.44,0.13,11505.00,650.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22800.00,3.90,4.15,3.25,3.50,3.65,3.50,5070.00,75149.37,11.97,285350.00,70915.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24850.00,314.45,358.85,296.25,309.00,296.25,309.00,803.00,13139.07,168.61,14430.00,-5395.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25350.00,731.30,731.30,731.30,731.30,731.30,731.30,1.00,16.95,0.47,260.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24800.00,279.90,325.95,269.60,277.90,277.75,277.90,9366.00,152754.49,1774.57,157365.00,28275.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,27200.00,-,-,-,2997.30,-,2579.85,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22150.00,0.85,0.90,0.45,0.50,0.50,0.50,2894.00,41667.52,1.15,75205.00,8840.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24850.00,251.00,329.35,251.00,272.15,270.00,272.15,53051.00,866949.26,10042.98,218075.00,-50765.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25750.00,1147.70,1147.70,1147.70,1147.70,1147.70,1147.70,2.00,34.97,1.50,195.00,65.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25350.00,735.05,802.05,715.00,740.75,737.05,740.75,220.00,3731.99,106.94,9685.00,5265.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23350.00,1.45,2.00,1.05,1.30,1.20,1.30,46971.00,712950.45,48.10,399035.00,61815.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,23550.00,2.00,2.60,1.05,1.45,1.15,1.45,101184.00,1548996.39,122.31,597870.00,122850.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,25500.00,900.00,961.85,860.00,898.10,890.00,898.10,772.00,13252.09,456.19,111020.00,-1235.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,22750.00,1.15,1.35,0.65,0.85,0.80,0.85,12167.00,179927.17,7.66,194480.00,-3315.00,24570.65
NIFTY,07-Aug-2026,11-Aug-2026,PE,24700.00,175.00,212.45,152.00,162.10,161.60,162.10,1342511.00,21714176.26,160162.16,2323555.00,-2095600.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26800.00,-,-,-,2606.70,-,2180.88,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24550.00,151.45,182.00,141.00,146.40,145.75,146.40,26474.00,425248.81,2789.95,212225.00,100230.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23800.00,15.80,19.30,11.85,12.45,13.35,12.45,46477.00,719447.58,448.39,1876030.00,1229930.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26250.00,-,-,-,2081.30,-,1634.91,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,27050.00,-,-,-,2850.25,-,2430.19,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22050.00,2.65,2.95,2.10,2.40,2.20,2.40,294.00,4214.26,0.51,9880.00,4030.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26200.00,-,-,-,2034.55,-,1585.70,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24750.00,225.00,292.00,224.95,245.65,247.30,245.65,2837.00,46120.16,479.92,60450.00,-2210.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26050.00,-,-,-,1895.70,-,1438.88,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23100.00,4.55,6.00,3.75,3.95,3.95,3.95,5588.00,83920.36,16.54,113100.00,31850.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25750.00,-,-,-,1625.45,-,1151.19,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25400.00,744.60,811.85,744.60,801.00,801.00,834.32,20.00,340.46,10.26,845.00,-195.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26650.00,-,-,-,2461.70,-,2031.48,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23750.00,18.90,18.90,10.45,10.90,11.55,10.90,5646.00,87208.16,48.03,129675.00,37700.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23000.00,4.80,4.85,3.60,3.80,3.95,3.80,16449.00,245958.29,45.74,909090.00,223860.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25700.00,1095.00,1095.05,1095.00,1095.05,1095.05,1104.39,2.00,34.83,1.42,65.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25850.00,-,-,-,1714.30,-,1245.92,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26000.00,1345.00,1350.00,1340.00,1350.00,1350.00,1390.28,4.00,71.09,3.49,3120.00,260.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23200.00,5.40,5.90,3.80,4.15,4.80,4.15,9272.00,139850.98,29.22,269425.00,104585.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26550.00,-,-,-,2365.65,-,1932.02,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22650.00,3.70,3.70,2.70,3.20,3.60,3.20,61.00,898.21,0.14,6565.00,1105.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25300.00,665.30,730.75,657.00,722.25,722.25,749.63,21.00,354.86,9.52,2340.00,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24950.00,386.30,422.60,367.85,384.30,376.00,384.30,249.00,4101.68,63.52,14690.00,-1820.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23450.00,7.65,8.30,5.40,5.65,5.75,5.65,896.00,13661.04,3.76,42575.00,16510.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26400.00,-,-,-,2222.70,-,1783.16,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,24200.00,56.00,67.90,46.20,48.55,51.00,48.55,30177.00,475810.86,1126.65,740675.00,169650.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22100.00,2.95,2.95,2.45,2.65,2.60,2.65,2616.00,37583.52,4.68,137410.00,59020.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23050.00,4.90,5.10,3.50,3.75,3.60,3.75,349.00,5229.93,1.04,13195.00,-3120.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,25200.00,555.00,639.00,555.00,589.70,589.95,589.70,102.00,1710.11,39.35,32370.00,1040.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26600.00,-,-,-,2413.60,-,1981.73,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22000.00,2.95,2.95,2.40,2.60,2.60,2.60,25733.00,368026.83,44.93,2724865.00,867555.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,26850.00,-,-,-,2655.25,-,2230.72,-,-,-,-,-,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,22500.00,3.55,3.55,2.80,3.10,2.90,3.10,21430.00,313458.88,45.13,1667445.00,357175.00,24570.65
NIFTY,07-Aug-2026,18-Aug-2026,PE,23600.00,9.90,11.05,6.80,7.25,7.40,7.25,27171.00,416949.94,146.80,821080.00,484315.00,24570.65
