Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,17-Jul-2026,11-Aug-2026,CE,24950.00,-,-,-,335.80,-,225.80,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23350.00,-,-,-,905.70,905.70,1164.90,-,-,-,130.00,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23100.00,-,-,-,1508.75,-,1381.20,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25700.00,-,-,-,136.05,-,70.55,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,24650.00,-,-,-,458.25,-,333.75,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,22400.00,-,-,-,2148.50,-,2036.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23300.00,-,-,-,895.65,889.10,1207.10,-,-,-,195.00,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,24850.00,-,-,-,373.65,-,258.40,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23400.00,-,-,-,813.70,813.70,1123.30,-,-,-,455.00,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23550.00,-,-,-,755.35,755.35,1002.15,-,-,-,715.00,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25200.00,-,-,-,253.50,-,158.05,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23600.00,768.50,818.70,768.50,818.65,818.65,963.10,7.00,110.98,3.60,780.00,325.00,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,21700.00,-,-,-,2828.05,-,2725.20,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25050.00,-,-,-,300.80,-,196.35,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25000.00,-,-,-,317.95,-,210.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25350.00,-,-,-,212.05,-,125.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,23750.00,619.70,698.40,616.25,698.40,698.40,851.10,4.00,63.46,1.71,1105.00,195.00,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25550.00,-,-,-,165.45,-,91.05,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,24200.00,275.00,430.00,275.00,410.45,425.60,410.45,1001.00,15973.65,227.92,40820.00,-11440.00,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,24550.00,166.55,227.40,165.00,227.40,227.40,376.65,33.00,530.64,4.04,2990.00,1430.00,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25950.00,-,-,-,96.55,-,45.00,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,25100.00,-,-,-,284.40,-,182.80,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,11-Aug-2026,CE,22350.00,-,-,-,2196.15,-,2085.25,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21100.00,3075.75,3225.05,3075.75,3200.00,3225.05,3200.00,13.00,205.08,26.79,42380.00,-390.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24450.00,70.25,168.60,70.20,146.40,157.95,146.40,31253.00,499147.28,2458.98,487045.00,51545.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21350.00,-,-,-,3009.55,-,3023.20,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22300.00,-,-,-,1760.00,1760.00,2075.20,-,-,-,585.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,26150.00,0.95,1.10,0.75,0.90,0.85,0.90,3124.00,53101.83,1.64,36075.00,11830.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22400.00,-,-,-,1710.00,1710.00,1975.55,-,-,-,845.00,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23150.00,-,-,-,1062.75,-,1285.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24650.00,-,-,-,294.60,-,258.45,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22750.00,-,-,-,1368.05,-,1662.75,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24450.00,137.85,228.05,137.80,210.95,221.00,210.95,807.00,12926.27,101.02,16705.00,5330.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,26200.00,1.75,2.00,1.30,1.95,1.95,1.95,485.00,8260.08,0.53,28275.00,1560.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22000.00,-,-,-,2020.30,-,2400.60,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25550.00,-,-,-,102.75,-,50.95,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25300.00,10.35,17.80,10.35,16.05,16.70,16.05,2196.00,36133.75,20.53,61750.00,49400.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24300.00,168.20,311.00,168.20,286.05,299.70,286.05,6505.00,103840.91,1094.43,155025.00,33085.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25400.00,-,-,-,124.40,-,69.45,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25050.00,-,-,-,189.70,-,134.60,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24600.00,83.65,166.05,83.65,150.60,159.50,150.60,13870.00,222851.89,1070.59,426790.00,356655.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25500.00,19.30,19.30,5.95,8.45,8.50,8.45,2407.00,39907.52,11.49,88465.00,88465.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21650.00,-,-,-,2348.40,-,2749.00,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21600.00,-,-,-,2396.10,-,2798.80,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24000.00,333.05,505.45,330.40,477.45,499.75,477.45,2781.00,44141.57,757.97,278395.00,-3575.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23600.00,675.00,792.10,675.00,764.10,764.10,896.25,14.00,221.15,6.39,1235.00,-130.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22600.00,-,-,-,1491.15,-,1808.30,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22400.00,-,-,-,1661.65,-,2004.45,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23900.00,378.15,566.50,378.15,551.35,565.30,551.35,276.00,4372.95,85.29,30680.00,-195.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25850.00,3.00,3.30,2.70,2.90,2.90,2.90,27.00,453.72,0.05,2665.00,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25350.00,10.00,15.70,9.35,14.20,14.50,14.20,862.00,14210.45,6.84,54925.00,8580.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24350.00,160.45,279.40,160.45,262.70,275.00,262.70,1363.00,21784.86,211.98,20995.00,8580.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24200.00,221.10,373.90,215.65,344.60,364.35,344.60,9787.00,155865.19,1915.68,310440.00,22620.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21950.00,-,-,-,2066.45,-,2450.35,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22700.00,-,-,-,1408.60,-,1711.10,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24550.00,111.40,182.75,105.65,168.85,179.75,168.85,1014.00,16279.56,98.66,26650.00,7410.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21700.00,-,-,-,2300.90,-,2699.20,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,26150.00,2.00,2.00,2.00,2.00,2.00,12.50,4.00,68.00,0.01,195.00,-260.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23700.00,574.45,728.95,574.45,719.70,728.95,719.70,45.00,712.48,19.25,6565.00,-1365.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23350.00,-,-,-,787.20,787.20,1106.70,-,-,-,195.00,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25450.00,-,-,-,116.80,-,62.75,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24150.00,251.00,396.60,247.65,379.05,395.30,379.05,1551.00,24659.45,312.63,17225.00,-28340.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23500.00,729.95,900.00,729.95,884.10,900.00,884.10,94.00,1485.79,49.94,7800.00,1820.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24400.00,146.95,254.60,136.20,234.90,247.05,234.90,5287.00,84537.05,685.23,129090.00,9490.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23650.00,750.00,750.00,750.00,750.00,750.00,750.00,1.00,15.86,0.49,6825.00,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22300.00,-,-,-,1749.25,-,2103.15,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25650.00,-,-,-,90.15,-,41.05,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22550.00,-,-,-,1533.15,-,1857.15,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24750.00,-,-,-,264.90,-,221.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21750.00,-,-,-,2253.60,-,2649.40,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22250.00,-,-,-,1793.65,-,2152.60,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23000.00,1250.00,1262.30,1250.00,1262.30,1262.30,1424.65,2.00,31.53,1.63,520.00,65.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22950.00,-,-,-,1211.00,-,1471.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22850.00,1360.60,1360.60,1360.60,1360.60,1360.60,1566.70,1.00,15.74,0.89,65.00,65.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25950.00,2.90,2.90,2.70,2.90,2.90,2.90,29.00,489.21,0.05,2145.00,1430.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24950.00,-,-,-,213.55,-,159.90,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25750.00,3.95,4.55,3.65,4.25,4.20,4.25,115.00,1925.15,0.34,7995.00,5785.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23400.00,895.95,895.95,842.50,868.65,868.65,1063.30,3.00,47.32,1.69,520.00,65.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24800.00,49.50,96.50,49.10,88.20,95.20,88.20,9385.00,151715.79,429.59,233935.00,66300.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,23200.00,1040.00,1145.80,951.70,1145.80,1145.80,1145.80,11.00,173.57,7.69,650.00,325.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25900.00,2.65,3.25,2.40,3.00,3.00,3.00,143.00,2407.67,0.27,15470.00,1885.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,26000.00,2.65,3.35,2.05,2.95,3.20,2.95,1965.00,33212.01,3.51,139555.00,52975.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,21850.00,-,-,-,2159.60,-,2549.80,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,24050.00,311.55,463.90,311.05,444.45,463.90,444.45,413.00,6555.52,99.30,14365.00,-3445.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25200.00,15.25,25.35,14.00,23.15,23.95,23.15,6870.00,112617.38,86.78,107510.00,40950.00,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,22650.00,-,-,-,1449.65,-,1759.60,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,04-Aug-2026,CE,25150.00,-,-,-,168.75,-,112.40,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22850.00,-,-,-,1277.85,1277.85,1529.35,-,-,-,780.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24250.00,140.00,281.35,128.85,250.25,264.00,250.25,46827.00,744619.61,6509.02,584415.00,17290.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22500.00,1700.00,1855.00,1682.15,1813.80,1830.95,1813.80,271.00,4272.35,308.98,298350.00,-7605.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25750.00,1.10,1.35,1.05,1.20,1.30,1.20,1814.00,30363.16,1.33,155155.00,-845.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22350.00,-,-,-,1528.15,1528.15,2025.35,-,-,-,260.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21900.00,-,-,-,1962.40,1962.40,2474.25,-,-,-,65.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22950.00,1333.45,1333.45,1333.45,1333.45,1333.45,1431.25,3.00,47.35,2.60,780.00,65.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23650.00,574.95,741.40,574.95,693.15,720.00,693.15,85.00,1341.39,34.73,14170.00,-2535.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21800.00,-,-,-,2230.00,2230.00,2574.05,-,-,-,130.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21450.00,-,-,-,2918.50,-,2923.40,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25000.00,9.00,21.60,8.75,18.00,19.50,18.00,297642.00,4839548.88,2866.38,7065890.00,132015.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24850.00,15.85,41.10,14.85,34.00,37.40,34.00,25870.00,418328.37,463.19,294970.00,56550.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24550.00,50.85,125.45,47.30,108.10,115.50,108.10,29912.00,479065.45,1744.71,486200.00,86580.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21950.00,-,-,-,1968.90,1968.90,2424.35,-,-,-,130.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23100.00,1125.00,1254.90,1095.60,1197.40,1197.40,1285.60,41.00,647.39,31.77,20345.00,-260.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24150.00,200.00,345.15,177.75,309.45,331.80,309.45,25756.00,408575.62,4270.81,407810.00,17095.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22550.00,1639.65,1639.65,1639.65,1639.65,1639.65,1826.25,2.00,31.45,2.13,260.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24600.00,45.85,106.75,39.00,90.60,98.00,90.60,102839.00,1649307.00,4911.39,2203890.00,259025.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25050.00,7.65,16.65,6.95,13.95,15.40,13.95,29185.00,475438.66,233.90,362570.00,-82030.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24400.00,82.00,194.15,80.65,171.45,184.95,171.45,104927.00,1673933.68,9791.46,2004535.00,159380.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24950.00,11.25,26.45,10.80,21.85,23.45,21.85,37384.00,606725.84,450.82,441740.00,81185.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25200.00,3.90,8.20,3.90,7.05,7.40,7.05,59011.00,966830.51,230.33,1605240.00,496340.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21550.00,-,-,-,2828.20,-,2823.60,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25400.00,2.90,3.65,1.90,3.15,3.65,3.15,18940.00,312733.72,34.32,541645.00,172315.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22100.00,-,-,-,1855.35,1855.35,2274.65,-,-,-,130.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21850.00,-,-,-,2031.20,2031.20,2524.15,-,-,-,65.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,26050.00,1.05,1.20,0.80,1.00,0.90,1.00,1427.00,24163.54,0.86,162695.00,-11830.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24200.00,168.00,313.30,151.10,282.55,299.00,282.55,201140.00,3195453.43,31521.23,4607655.00,983450.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21300.00,-,-,-,2648.30,2648.30,3073.10,-,-,-,4290.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23550.00,639.95,796.60,639.95,790.25,796.60,790.25,57.00,898.45,25.92,15405.00,-1755.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22050.00,-,-,-,2230.00,2230.00,2324.55,-,-,-,65.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21250.00,-,-,-,3101.30,-,3123.05,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25350.00,2.85,4.25,2.80,3.95,4.25,3.95,4811.00,79284.47,11.22,117585.00,56420.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23900.00,317.00,530.70,317.00,487.45,518.00,487.45,8685.00,137335.07,2413.59,484965.00,-100490.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23950.00,296.00,490.30,296.00,455.75,442.40,455.75,2289.00,36201.75,567.74,78195.00,-33345.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25500.00,2.50,2.70,1.90,2.40,2.70,2.40,53734.00,890716.69,75.64,2525770.00,261755.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23150.00,1054.40,1054.40,1054.40,1054.40,1054.40,1237.60,4.00,62.93,2.74,1690.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21150.00,-,-,-,2502.70,2502.70,3222.85,-,-,-,130.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24800.00,18.95,50.75,16.95,42.40,46.00,42.40,118771.00,1917223.18,2634.66,2164435.00,457340.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22200.00,-,-,-,1800.00,1800.00,2174.90,-,-,-,2015.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,26200.00,1.00,1.00,0.75,0.85,0.80,0.85,3217.00,54787.19,1.68,99255.00,1755.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24350.00,102.00,221.95,96.25,196.00,208.10,196.00,39540.00,630212.08,4392.73,426270.00,-23335.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25700.00,1.30,1.40,1.10,1.35,1.30,1.35,22729.00,379705.92,17.98,560560.00,62010.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23250.00,-,-,-,861.95,861.95,1142.55,-,-,-,2860.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22250.00,-,-,-,1737.50,1737.50,2125.05,-,-,-,390.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23300.00,886.00,1042.30,886.00,1035.95,1041.90,1035.95,153.00,2412.66,95.47,67340.00,3120.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22650.00,1689.15,1689.15,1688.80,1688.80,1688.80,1726.95,5.00,79.10,5.49,390.00,-260.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21650.00,-,-,-,1938.20,1938.20,2723.75,-,-,-,65.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23500.00,650.00,883.30,640.00,839.55,869.50,839.55,5752.00,90767.54,2905.74,741585.00,-90415.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22750.00,1489.60,1489.60,1489.60,1489.60,1489.60,1627.95,3.00,47.27,2.91,2990.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23850.00,375.65,562.40,375.65,527.50,552.80,527.50,1094.00,17282.22,322.49,27040.00,-25350.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24700.00,28.75,74.80,24.50,62.40,70.45,62.40,123815.00,1991925.27,4075.45,2381210.00,671775.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,26300.00,0.80,0.90,0.75,0.80,0.85,0.80,8178.00,139807.11,4.20,737165.00,-15015.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25950.00,1.05,1.10,0.75,1.00,1.05,1.00,2597.00,43806.51,1.61,101660.00,-24050.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21400.00,-,-,-,2963.90,-,2973.30,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,24650.00,29.55,89.35,29.50,75.50,83.00,75.50,22555.00,362302.77,915.28,331175.00,24960.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23800.00,404.20,614.40,390.05,571.75,604.00,571.75,5990.00,94651.37,1986.07,353340.00,-49855.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,22600.00,-,-,-,1447.00,1447.00,1776.60,-,-,-,2470.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,21750.00,-,-,-,2140.00,2140.00,2623.95,-,-,-,65.00,-,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25550.00,1.55,2.10,1.55,1.90,1.75,1.90,6525.00,108371.22,7.28,251680.00,99125.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25650.00,1.25,1.45,1.20,1.40,1.30,1.40,7683.00,128101.37,6.55,254280.00,91585.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23350.00,944.55,996.95,938.40,968.90,960.65,968.90,18.00,284.35,11.16,43875.00,390.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,23200.00,959.00,1170.50,958.95,1119.25,1138.05,1119.25,170.00,2681.28,117.68,50895.00,-65.00,24334.30
NIFTY,17-Jul-2026,28-Jul-2026,CE,25600.00,1.45,1.75,1.25,1.65,1.60,1.65,26996.00,449238.69,25.25,803335.00,306085.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25600.00,0.60,0.70,0.55,0.60,0.60,0.60,78550.00,1307103.66,31.66,577005.00,-848835.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24250.00,61.45,197.35,54.00,151.35,171.95,151.35,4288204.00,67919478.97,326663.42,2848950.00,-172705.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25850.00,0.65,0.65,0.45,0.50,0.50,0.50,2025.00,34025.75,0.69,117390.00,-22685.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25000.00,1.90,3.30,1.70,2.30,2.10,2.30,2076956.00,33753646.62,3111.62,10262395.00,1359410.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24800.00,2.85,10.60,2.30,5.35,5.45,5.35,1750353.00,28221611.43,5921.07,7933250.00,1318005.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23550.00,535.60,793.65,535.55,757.05,784.35,757.05,624.00,9828.44,276.56,25805.00,10725.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,21700.00,-,-,-,2427.75,-,2648.70,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25400.00,0.70,0.85,0.60,0.65,0.65,0.65,266297.00,4396684.96,121.49,3190590.00,231075.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25200.00,1.00,1.45,0.90,1.05,1.00,1.05,465670.00,7628018.73,344.13,4130815.00,139100.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24750.00,4.15,14.75,2.80,7.50,8.15,7.50,1060668.00,17068330.24,4833.79,3348540.00,1092195.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24600.00,7.25,39.05,4.65,21.95,26.40,21.95,2325867.00,37218020.12,27406.79,6817850.00,977405.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25250.00,1.00,1.30,0.85,0.95,0.85,0.95,125697.00,2063085.36,83.35,863980.00,109850.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23450.00,655.50,882.50,655.50,853.95,866.30,853.95,420.00,6614.16,212.31,27495.00,9750.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23700.00,421.00,666.00,399.05,609.95,642.60,609.95,8423.00,132651.95,2895.64,127530.00,-2990.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25800.00,0.60,0.65,0.45,0.55,0.55,0.55,43782.00,734239.31,15.17,968045.00,-246610.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24650.00,5.95,28.65,4.60,15.40,18.25,15.40,1340723.00,21493518.39,11784.12,3258125.00,660270.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25700.00,0.65,0.70,0.50,0.55,0.55,0.55,48781.00,814904.64,18.04,571025.00,-382915.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25100.00,1.30,2.00,1.20,1.45,1.40,1.45,575707.00,9393245.28,585.57,3221205.00,219180.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23650.00,450.75,715.65,449.90,663.45,692.00,663.45,1797.00,28310.16,685.78,31460.00,8970.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24200.00,86.00,231.20,70.00,182.45,204.85,182.45,4716521.00,74619064.07,428188.74,5064800.00,-4157790.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23350.00,869.60,985.00,837.60,959.85,985.00,959.85,75.00,1182.08,43.77,4030.00,2665.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,24350.00,35.60,138.00,30.00,98.20,115.30,98.20,2923719.00,46429309.48,154147.01,3360370.00,884975.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23500.00,603.00,858.10,577.65,807.85,834.85,807.85,4633.00,72983.50,2214.43,242515.00,-5590.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,25500.00,0.70,0.75,0.55,0.65,0.65,0.65,380779.00,6311571.77,159.84,4166825.00,-1042470.00,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,22200.00,-,-,-,1851.00,1851.00,2149.05,-,-,-,260.00,-,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,22100.00,-,-,-,2045.15,-,2248.95,-,-,-,-,-,24334.30
NIFTY,17-Jul-2026,21-Jul-2026,CE,23300.00,868.95,1030.00,867.65,998.85,1017.75,998.85,553.00,8715.77,340.58,37440.00,15535.00,24334.30
