Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,04-Aug-2026,27-Oct-2026,CE,24600.00,696.00,710.15,610.05,631.95,631.95,631.95,56.00,919.75,24.31,3055.00,-390.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25250.00,-,-,-,447.85,-,673.51,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24150.00,-,-,-,980.00,980.00,1260.45,-,-,-,195.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22300.00,-,-,-,2165.60,-,2716.85,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26750.00,-,-,-,138.30,-,228.00,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26600.00,-,-,-,157.40,-,257.18,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25850.00,-,-,-,288.85,-,450.80,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26000.00,127.65,137.15,111.85,116.55,114.95,116.55,3464.00,58819.60,278.00,223405.00,27300.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25000.00,460.50,481.75,405.45,424.25,421.95,424.25,1836.00,30368.51,533.51,125710.00,8970.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24250.00,-,-,-,735.00,735.00,1197.40,-,-,-,65.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22850.00,-,-,-,1729.40,-,2235.75,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,26300.00,91.05,91.05,91.05,91.05,91.05,182.24,2.00,34.31,0.12,130.00,130.00,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,23850.00,-,-,-,1033.30,1033.30,1258.59,-,-,-,1820.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,23450.00,-,-,-,1402.05,1402.05,1561.35,-,-,-,390.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,25000.00,311.00,322.00,260.00,271.90,266.00,271.90,11929.00,196082.89,2236.64,1567020.00,126425.00,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,22250.00,-,-,-,2117.80,-,2617.26,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,34500.00,-,-,-,0.55,0.55,-,-,-,-,9815.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,22450.00,-,-,-,1843.95,1843.95,2430.45,-,-,-,65.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,22300.00,-,-,-,1833.95,1831.70,2570.27,-,-,-,195.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,24350.00,693.75,697.00,592.00,618.20,618.35,618.20,36.00,584.74,14.95,9360.00,780.00,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,23300.00,1420.00,1420.00,1420.00,1420.00,1420.00,1682.75,1.00,16.07,0.93,1040.00,-,24614.90
NIFTY,04-Aug-2026,29-Sep-2026,CE,25300.00,185.30,200.00,159.05,167.15,165.35,167.15,4166.00,68993.48,483.61,408330.00,41275.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23700.00,-,-,-,1151.60,-,1568.02,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24800.00,570.00,589.85,510.80,518.10,516.20,518.10,46.00,757.44,15.92,5460.00,1365.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24500.00,750.00,774.00,666.25,692.95,691.80,692.95,709.00,11618.62,327.80,99840.00,12805.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23600.00,-,-,-,1212.70,-,1640.16,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25550.00,-,-,-,361.35,-,553.99,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22700.00,-,-,-,1844.00,-,2363.81,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22400.00,-,-,-,2083.15,-,2627.16,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24000.00,1107.00,1132.50,1000.00,1034.80,1027.25,1034.80,281.00,4579.33,195.73,63245.00,1755.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22950.00,-,-,-,1654.95,-,2151.87,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24850.00,-,-,-,544.00,544.00,859.67,-,-,-,65.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23650.00,-,-,-,1181.90,-,1604.37,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23100.00,-,-,-,1547.05,-,2028.43,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24900.00,516.00,532.00,461.00,473.60,465.10,473.60,65.00,1073.02,21.00,6500.00,1235.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25900.00,-,-,-,277.95,-,435.12,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22450.00,-,-,-,2042.45,-,2582.65,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25950.00,-,-,-,267.40,-,419.86,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23150.00,-,-,-,1510.70,-,1987.95,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25750.00,183.25,187.85,157.95,167.40,157.95,167.40,122.00,2055.94,13.96,24115.00,-650.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25500.00,254.95,265.25,222.65,233.40,229.45,233.40,2647.00,44294.52,420.50,439530.00,22620.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25100.00,418.50,428.00,368.00,375.05,375.05,739.65,38.00,629.74,9.77,1170.00,845.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26150.00,-,-,-,228.35,-,362.88,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26650.00,-,-,-,150.80,-,247.14,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22500.00,-,-,-,2002.05,-,2538.38,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,16000.00,-,-,-,8600.00,8600.00,9033.34,-,-,-,115.00,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,29000.00,24.30,26.15,23.70,24.60,24.35,24.60,714.00,13470.44,11.54,499890.00,7865.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,22500.00,2642.25,2711.15,2600.00,2646.75,2654.50,2646.75,43.00,702.93,74.06,13715.00,-1300.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,27000.00,117.65,122.50,109.00,111.15,109.10,111.15,5408.00,95316.50,406.10,2360145.00,39945.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,34500.00,5.00,5.00,5.00,5.00,5.00,1.55,5.00,112.14,0.01,715.00,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,30000.00,18.75,19.60,17.20,17.70,18.55,17.70,685.00,13365.65,8.15,836955.00,-4295.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,19000.00,5980.00,5980.00,5900.00,5922.65,5922.65,6114.38,4.00,64.83,15.43,58110.00,195.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,28500.00,33.10,37.35,31.90,33.45,32.00,33.45,424.00,7863.76,9.16,126165.00,-260.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,26000.00,343.95,346.00,308.00,314.25,313.10,314.25,5740.00,98221.21,1215.21,2592045.00,-5535.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,25000.00,783.00,810.00,725.00,740.20,735.00,740.20,6297.00,105498.65,3172.40,2216070.00,-90540.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,21000.00,4070.00,4082.85,3969.95,4012.95,4000.65,4012.95,37.00,601.30,96.25,191205.00,-65.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,33000.00,8.00,8.55,7.65,7.85,7.90,7.85,47.00,1008.39,0.24,99255.00,-1170.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,24000.00,1433.00,1475.00,1359.50,1387.30,1385.55,1387.30,1661.00,27452.53,1540.93,833400.00,7930.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,28000.00,46.90,48.60,44.50,45.20,44.50,45.20,1836.00,33470.39,55.19,1530390.00,9295.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,31000.00,13.90,14.40,13.00,13.05,13.05,13.05,65.00,1310.31,0.56,155610.00,240.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,16500.00,-,-,-,10405.00,-,8546.43,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,19500.00,-,-,-,7586.85,-,5630.53,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,31500.00,12.60,13.35,11.50,12.05,12.45,12.05,98.00,2007.35,0.80,26520.00,-910.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,20000.00,5005.75,5056.20,4892.50,4940.30,4925.00,4940.30,96.00,1557.28,309.28,584895.00,1300.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,23000.00,2271.45,2288.00,2152.00,2189.70,2163.10,2189.70,191.00,3130.27,274.82,340095.00,-65.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,25500.00,537.40,542.40,484.10,495.10,492.00,495.10,1586.00,26813.96,526.01,627640.00,23725.00,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,18000.00,-,-,-,6755.00,6755.00,7086.07,-,-,-,2145.00,-,24614.90
NIFTY,04-Aug-2026,29-Dec-2026,CE,22000.00,3140.00,3183.25,3048.35,3085.35,3074.10,3085.35,74.00,1207.02,148.82,261690.00,65.00,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,33000.00,-,-,-,48.60,-,48.20,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,24000.00,1880.00,1929.05,1794.95,1802.95,1802.95,1802.95,121.00,2034.12,146.52,57265.00,130.00,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,25500.00,941.65,957.30,873.25,890.50,894.30,890.50,3063.00,52612.52,1843.30,1002300.00,73385.00,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,27000.00,344.60,348.90,318.85,324.25,320.05,324.25,890.00,15813.02,193.52,263640.00,10400.00,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,22500.00,3015.75,3028.00,3007.15,3024.50,3028.00,3024.50,6.00,99.53,11.78,3120.00,65.00,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,16500.00,-,-,-,6995.90,-,8808.25,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,30-Mar-2027,CE,28500.00,106.00,109.10,100.05,102.25,100.05,102.25,395.00,7344.24,26.86,52390.00,5850.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25050.00,-,-,-,513.75,-,762.66,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25300.00,-,-,-,432.40,-,652.41,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24650.00,600.00,600.00,600.00,600.00,600.00,964.43,16.00,262.60,6.24,1040.00,1040.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23200.00,-,-,-,1475.80,-,1947.82,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24200.00,-,-,-,946.00,946.00,1228.69,-,-,-,130.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23450.00,-,-,-,1307.95,-,1752.63,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23950.00,-,-,-,1007.10,-,1392.14,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26900.00,-,-,-,121.25,-,201.58,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23500.00,1512.00,1512.00,1389.95,1445.05,1446.95,1445.05,15.00,243.17,14.04,12870.00,325.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26950.00,-,-,-,115.95,-,193.36,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,27000.00,-,-,-,110.90,-,185.41,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,16500.00,-,-,-,10867.20,-,9066.86,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,21000.00,-,-,-,3061.80,-,4962.68,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,28500.00,-,-,-,1711.90,-,751.20,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,19000.00,-,-,-,7800.00,7800.00,6737.79,-,-,-,75.00,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,27000.00,-,-,-,695.95,695.95,1209.10,-,-,-,195.00,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,31500.00,-,-,-,769.15,-,254.58,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,29-Jun-2027,CE,30000.00,-,-,-,1478.40,-,446.79,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,16500.00,-,-,-,11316.40,-,9575.20,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,25000.00,2462.80,2490.00,2370.05,2380.00,2380.00,2920.60,33.00,588.04,51.79,33290.00,195.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,33000.00,-,-,-,120.00,120.00,440.08,-,-,-,3510.00,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,28500.00,750.00,750.00,745.00,750.00,750.00,750.00,5.00,95.06,2.44,11115.00,260.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,27000.00,1387.90,1405.00,1330.00,1335.10,1330.00,1335.10,109.00,2010.83,97.88,41625.00,-1690.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,31500.00,195.00,195.00,195.00,195.00,195.00,659.42,2.00,41.20,0.25,2145.00,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,18000.00,-,-,-,6285.70,-,8229.52,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,26000.00,1900.00,1911.20,1812.00,1838.20,1838.20,1838.20,77.00,1394.82,93.52,70435.00,715.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,22500.00,-,-,-,6183.00,-,4530.15,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,19500.00,-,-,-,8684.70,-,6919.73,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,21000.00,-,-,-,4902.40,-,5675.32,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,30000.00,408.00,413.40,380.00,381.50,380.00,381.50,26.00,513.57,6.57,116415.00,260.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,24000.00,3159.95,3159.95,3025.00,3025.00,3025.00,3025.00,5.00,87.98,9.98,26715.00,130.00,24614.90
NIFTY,04-Aug-2026,28-Dec-2027,CE,25500.00,-,-,-,2400.00,2400.00,2650.04,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,21000.00,-,-,-,5226.55,-,6343.38,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,18000.00,-,-,-,6809.35,-,8780.36,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,28500.00,-,-,-,2990.00,-,2032.50,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,30000.00,-,-,-,2278.45,-,1536.89,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,31500.00,-,-,-,1784.80,-,1145.14,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,22500.00,-,-,-,6796.05,-,5244.02,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,24000.00,-,-,-,3918.85,-,4253.58,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,25500.00,-,-,-,4676.60,-,3384.43,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,19500.00,-,-,-,9209.10,-,7530.27,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,16500.00,-,-,-,11752.80,-,10070.23,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,33000.00,-,-,-,2004.15,-,843.84,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Jun-2028,CE,27000.00,-,-,-,1935.00,1935.00,2645.40,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,28000.00,-,-,-,2250.00,2250.00,2875.21,-,-,-,8395.00,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,22500.00,-,-,-,7382.90,-,5912.17,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,25500.00,-,-,-,3800.00,3800.00,4076.38,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,28500.00,-,-,-,3608.65,-,2670.71,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,24000.00,-,-,-,4700.00,4700.00,4943.48,-,-,-,325.00,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,33000.00,-,-,-,2477.50,-,1305.00,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,31500.00,-,-,-,2327.60,-,1673.03,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,30000.00,1464.95,1464.95,1464.95,1464.95,1464.95,1464.95,1.00,20.45,0.95,10580.00,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,19500.00,-,-,-,9716.40,-,8113.50,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,18000.00,-,-,-,9380.30,-,9311.76,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,27000.00,-,-,-,2635.00,2635.00,3319.57,-,-,-,715.00,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,16500.00,-,-,-,12176.65,-,10550.26,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Dec-2028,CE,21000.00,-,-,-,7512.50,-,6974.18,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,27000.00,-,-,-,6570.40,-,3969.63,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,22500.00,-,-,-,7946.50,-,6544.16,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,19500.00,-,-,-,10206.95,-,8671.22,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,25500.00,-,-,-,5917.35,-,4736.28,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,24000.00,-,-,-,8085.35,-,5596.26,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,30000.00,-,-,-,5268.40,-,2717.26,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,16500.00,-,-,-,12587.95,-,11014.55,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23900.00,-,-,-,1154.35,1154.35,1426.21,-,-,-,65.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22900.00,-,-,-,1691.95,-,2193.66,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,25600.00,-,-,-,348.25,-,535.68,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24100.00,-,-,-,910.00,910.00,1292.68,-,-,-,130.00,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22550.00,-,-,-,1962.00,-,2494.35,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23250.00,-,-,-,1441.30,-,1908.04,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,23050.00,-,-,-,1582.90,-,2069.24,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26100.00,-,-,-,237.65,-,376.52,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,26550.00,-,-,-,164.25,-,267.56,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,24400.00,839.25,839.25,744.00,750.00,750.00,1106.40,19.00,311.11,9.77,3575.00,195.00,24614.90
NIFTY,04-Aug-2026,27-Oct-2026,CE,22650.00,-,-,-,1882.95,-,2407.06,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,21000.00,-,-,-,9799.75,-,7573.35,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,33000.00,-,-,-,4179.45,-,1803.98,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,28500.00,-,-,-,4213.30,-,3298.05,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,31500.00,-,-,-,2878.65,-,2221.75,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,26-Jun-2029,CE,18000.00,-,-,-,11678.65,-,9823.34,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,19500.00,-,-,-,10678.80,-,9202.55,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,28500.00,-,-,-,4802.10,-,3908.99,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,33000.00,-,-,-,3816.05,-,2321.13,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,30000.00,-,-,-,2863.20,2863.20,3304.35,-,-,-,8145.00,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,21000.00,-,-,-,9463.95,-,8141.88,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,24000.00,-,-,-,7730.00,-,6215.03,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,18000.00,-,-,-,11362.40,-,10312.96,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,22500.00,-,-,-,8486.15,-,7142.59,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,27000.00,-,-,-,6201.65,-,4594.49,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,16500.00,-,-,-,12984.85,-,11460.58,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,25500.00,-,-,-,6500.60,-,5364.13,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Dec-2029,CE,31500.00,-,-,-,3429.30,-,2776.88,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,19500.00,-,-,-,11140.25,-,9718.02,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,16500.00,-,-,-,13374.05,-,11895.93,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,25500.00,-,-,-,7070.45,-,5974.49,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,22500.00,-,-,-,9012.40,-,7721.19,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,30000.00,-,-,-,5580.35,-,3892.15,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,18000.00,-,-,-,12423.90,-,10789.47,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,21000.00,-,-,-,10421.65,-,8692.07,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,27000.00,-,-,-,6972.50,-,5206.18,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,31500.00,-,-,-,3984.80,-,3341.07,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,24000.00,-,-,-,8591.55,-,6813.29,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,33000.00,-,-,-,4416.45,-,2855.96,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,25-Jun-2030,CE,28500.00,-,-,-,5382.85,-,4512.94,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,25500.00,-,-,-,7639.65,-,6581.47,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,19500.00,-,-,-,11601.15,-,10229.11,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,28500.00,-,-,-,5968.30,-,5121.62,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,30000.00,-,-,-,5227.20,-,4490.26,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,22500.00,-,-,-,9536.95,-,8293.79,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,18000.00,-,-,-,12674.15,-,11263.00,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,16500.00,-,-,-,13763.55,-,12329.56,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,33000.00,-,-,-,3948.25,-,3414.07,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,27000.00,-,-,-,6772.80,-,5819.21,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,31500.00,-,-,-,4554.55,-,3921.97,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,24000.00,-,-,-,8563.30,-,7406.93,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,31-Dec-2030,CE,21000.00,-,-,-,10552.50,-,9236.71,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Jun-2031,CE,16500.00,-,-,-,11849.25,-,12717.10,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Jun-2031,CE,18000.00,-,-,-,10825.95,-,11685.47,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Jun-2031,CE,28500.00,-,-,-,5048.95,-,5671.51,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Jun-2031,CE,21000.00,-,-,-,8900.75,-,9721.42,-,-,-,-,-,24614.90
NIFTY,04-Aug-2026,24-Jun-2031,CE,27000.00,-,-,-,5699.00,-,6368.77,-,-,-,-,-,24614.90
