timestamp,symbol,expiry,strike,option_type,last_price,change,percent_change,volume,oi,oi_change,iv,bid_price,ask_price,bid_quantity,ask_quantity,total_buy_quantity,total_sell_quantity,underlying_value,source
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,24950,CE,1.7,0.15,9.67741935483871,42038,22401,1260,12.39,1.65,1.7,156650,49205,3760120,595920,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,24950,PE,664.6,8.85,1.3495996950057187,16,305,1,0.0,667.3,671.0,65,65,14300,14300,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25000,CE,1.6,0.15,10.344827586206897,187247,202201,18753,12.98,1.55,1.6,424320,461435,23859810,2246595,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25000,PE,723.2,16.4,2.320316921335597,2216,24844,-192,0.0,720.0,721.15,195,65,43875,25610,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25050,CE,1.4,0.2,16.666666666666668,34809,15881,1640,13.48,1.35,1.4,131495,72020,3259750,540280,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25050,PE,764.65,2.65,0.34776902887139105,195,146,1,0.0,766.7,771.5,65,65,13650,13975,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25100,CE,1.25,0.15,13.636363636363637,109333,57927,10718,14.0,1.2,1.25,318955,106925,10834720,1482585,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25100,PE,820.8,18.05,2.2485207100591715,22,1350,-6,0.0,817.25,820.45,130,65,12610,12090,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25150,CE,1.2,0.2,20.0,32363,13613,2044,14.64,1.15,1.2,168415,49790,4050995,517335,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25150,PE,865.25,-28.35,-3.1725604297224708,2,37,0,0.0,866.5,869.6,65,65,7995,7930,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25200,CE,1.1,0.2,22.22222222222222,128683,88591,12020,15.18,1.05,1.1,448110,162760,14793675,1400295,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25200,PE,915.6,9.95,1.0986584221277536,26,1665,-2,0.0,916.85,922.05,195,130,9750,10985,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25250,CE,1.0,0.2,25.0,27282,17795,4093,15.78,1.0,1.05,202345,72085,3880890,562120,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25250,PE,0.0,0.0,0.0,0,25,0,0.0,955.3,971.7,65,65,7995,7995,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25300,CE,0.95,0.2,26.666666666666668,70433,73999,3585,16.27,0.9,0.95,446875,160095,12693200,1081665,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25300,PE,1014.6,10.05,1.0004479617739286,28,1106,-5,0.0,1015.7,1020.4,130,65,11830,11895,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25350,CE,0.85,0.15,21.428571428571427,13609,9378,-357,16.73,0.85,0.9,34645,128050,3279575,319410,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25350,PE,0.0,0.0,0.0,0,24,0,41.88,1054.9,1080.85,65,130,6370,8125,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25400,CE,0.75,0.15,25.0,99113,66676,-150,17.02,0.7,0.75,638300,127205,12645100,1359345,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25400,PE,1115.0,8.8,0.7955161815223287,5,561,-1,0.0,1110.55,1119.15,195,65,10790,9425,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25450,CE,0.7,0.05,7.6923076923076925,5925,6513,382,17.67,0.7,0.75,79365,67275,1969695,235690,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25450,PE,0.0,0.0,0.0,0,16,0,31.79,1155.4,1174.45,130,65,8060,7995,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25500,CE,0.7,0.1,16.666666666666668,109965,135509,132,18.16,0.65,0.7,964275,1615965,24032060,2834520,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25500,PE,1218.65,11.45,0.9484758117958914,1554,17813,-128,0.0,1218.75,1220.95,65,65,18005,17810,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25550,CE,0.65,0.1,18.181818181818183,12468,12391,943,18.95,0.65,0.7,122655,88335,3413865,283725,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25550,PE,0.0,0.0,0.0,0,84,0,18.73,1254.95,1277.85,65,65,8060,7930,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25600,CE,0.55,0.05,10.0,99312,65261,-892,19.1,0.55,0.6,781495,1141660,12203230,2125240,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25600,PE,1315.0,6.55,0.5005923038709924,15,216,-11,0.0,1314.35,1325.25,130,130,10465,9295,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25650,CE,0.55,0.05,10.0,9622,13075,863,19.72,0.5,0.55,253565,160095,2887755,481195,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25650,PE,0.0,0.0,0.0,0,11,0,46.91,1323.1,1395.3,2535,845,8775,8710,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25700,CE,0.5,0.05,11.11111111111111,29465,37591,617,20.33,0.5,0.55,514280,305175,6725615,1226745,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25700,PE,1420.0,40.0,2.898550724637681,10,269,0,0.0,1408.3,1420.85,130,390,8840,7215,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25750,CE,0.5,0.0,0.0,7053,11063,182,20.75,0.5,0.55,80990,76830,2246205,210470,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25750,PE,0.0,0.0,0.0,0,4,0,52.07,1438.75,1489.55,780,195,8775,8840,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25800,CE,0.5,0.05,11.11111111111111,28064,22916,206,21.35,0.5,0.55,76895,308620,6272825,676260,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25800,PE,1517.0,9.0,0.596816976127321,2,176,-1,0.0,1514.4,1526.65,65,195,7865,5590,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25850,CE,0.55,0.05,10.0,4608,3365,284,22.16,0.5,0.55,52780,38675,2844465,134615,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25850,PE,0.0,0.0,0.0,0,13,0,0.0,1552.5,1577.5,65,65,6240,6305,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25900,CE,0.45,0.0,0.0,23188,15994,1452,22.56,0.45,0.5,322985,252850,5695170,575835,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25900,PE,0.0,0.0,0.0,0,67,0,32.26,1605.0,1633.15,65,130,6240,6305,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25950,CE,0.45,0.05,12.5,4764,3880,216,23.15,0.45,0.5,69420,31135,1493505,185900,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,25950,PE,0.0,0.0,0.0,0,2,0,55.73,1614.3,1716.9,780,780,7020,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26000,CE,0.5,0.05,11.11111111111111,48737,96079,-1946,23.51,0.45,0.5,891670,569205,12267775,1266655,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26000,PE,1721.85,16.3,0.9557034387734162,1018,27878,-798,0.0,1717.0,1721.55,520,65,20670,14950,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26050,CE,0.5,0.05,11.11111111111111,1828,2402,63,24.34,0.5,0.55,34840,30420,1556035,78520,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26050,PE,0.0,0.0,0.0,0,4,0,0.0,1711.95,1783.3,780,65,7020,6240,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26100,CE,0.45,0.0,0.0,4952,4478,-206,24.68,0.45,0.5,84890,41080,1439230,215085,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26100,PE,0.0,0.0,0.0,0,394,0,45.09,1816.05,1829.5,195,65,6435,6305,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26150,CE,0.5,0.05,11.11111111111111,1057,1461,114,25.52,0.5,0.55,7800,15015,1287130,51675,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26150,PE,0.0,0.0,0.0,0,0,0,0.0,1698.3,1931.35,780,780,6760,6760,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26200,CE,0.5,0.05,11.11111111111111,4622,5510,251,25.84,0.45,0.5,85930,58565,1192100,259740,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26200,PE,0.0,0.0,0.0,0,671,0,33.07,1910.05,1929.85,65,65,7085,4615,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26250,CE,0.45,-0.1,-18.181818181818183,1670,1305,315,26.69,0.45,0.5,12350,17940,1244555,68770,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26250,PE,0.0,0.0,0.0,0,1,0,66.22,1847.1,2004.45,780,780,7020,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26300,CE,0.55,0.1,22.22222222222222,2795,11315,249,27.51,0.5,0.55,45890,86125,1836965,217425,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26300,PE,2025.9,14.3,0.7108769138993836,216,5914,-166,0.0,2015.25,2022.8,65,65,6175,8320,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26350,CE,0.5,0.05,11.11111111111111,328,410,25,27.57,0.45,0.55,2145,3185,152295,22945,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26350,PE,0.0,0.0,0.0,0,1,0,21.23,2054.25,2122.05,65,65,6240,6825,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26400,CE,0.5,0.05,11.11111111111111,2151,2423,505,28.42,0.45,0.5,47580,18980,991900,116935,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26400,PE,0.0,0.0,0.0,0,2,0,0.0,2068.25,2176.8,780,780,7020,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26450,CE,0.5,0.0,0.0,326,407,138,28.99,0.5,0.55,15470,7475,128700,25025,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26450,PE,0.0,0.0,0.0,0,0,0,0.0,1982.05,2230.55,780,780,6890,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26500,CE,0.45,-0.05,-10.0,7659,4745,1122,29.28,0.4,0.45,95615,45500,1905475,224185,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26500,PE,0.0,0.0,0.0,0,91,0,0.0,2202.35,2257.7,195,845,6565,6955,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26550,CE,0.5,0.0,0.0,227,291,9,30.13,0.45,0.55,715,5785,66625,21255,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26550,PE,0.0,0.0,0.0,0,0,0,0.0,2070.7,2327.15,780,780,6760,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26600,CE,0.5,0.0,0.0,679,1056,302,30.7,0.45,0.5,5915,7150,1152190,34515,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26600,PE,0.0,0.0,0.0,0,0,0,0.0,2236.75,2378.05,130,65,5330,5330,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26650,CE,0.5,0.0,0.0,1387,783,480,31.27,0.5,0.55,2470,13780,68835,32175,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26650,PE,0.0,0.0,0.0,0,0,0,0.0,2166.3,2427.65,780,390,6890,6110,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26700,CE,0.5,0.0,0.0,772,703,-18,31.52,0.4,0.5,12220,2015,220480,23855,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26700,PE,0.0,0.0,0.0,0,0,0,0.0,2209.1,2477.85,780,780,6890,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26750,CE,0.45,0.0,0.0,235,242,80,32.08,0.45,0.5,2795,130,124995,20605,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26750,PE,0.0,0.0,0.0,0,0,0,0.0,2254.95,2531.8,780,780,6890,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26800,CE,0.45,-0.1,-18.181818181818183,2797,1114,-491,32.64,0.4,0.45,15080,10855,899340,64740,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26800,PE,0.0,0.0,0.0,0,2,0,39.43,2437.1,2577.7,780,65,6240,5330,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26850,CE,0.45,-0.05,-10.0,232,298,56,33.19,0.4,0.5,2340,650,130715,17810,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26850,PE,0.0,0.0,0.0,0,0,0,0.0,2356.15,2638.4,780,780,6890,5980,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26900,CE,0.45,0.0,0.0,894,2059,302,33.74,0.45,0.5,11440,27560,1170195,117715,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26900,PE,0.0,0.0,0.0,0,1,0,0.0,2452.0,2678.75,780,780,7020,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26950,CE,0.5,0.0,0.0,117,196,9,34.62,0.4,0.5,65,2990,82550,23790,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,26950,PE,0.0,0.0,0.0,0,0,0,0.0,2452.85,2736.85,780,780,6890,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27000,CE,0.4,-0.05,-11.11111111111111,2016,2737,153,34.47,0.4,0.45,26260,27300,1174810,154245,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27000,PE,2720.0,5.0,0.1841620626151013,1,647,0,0.0,2704.3,2723.25,195,65,6500,6500,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27050,CE,0.35,-0.05,-12.5,40,477,11,34.61,0.35,0.45,2665,1885,68120,26000,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27050,PE,0.0,0.0,0.0,0,0,0,0.0,2536.2,2862.95,780,780,6890,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27100,CE,0.45,0.05,12.5,1081,1379,173,35.92,0.4,0.45,8515,10075,941980,36725,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27100,PE,0.0,0.0,0.0,0,2,0,0.0,2689.05,2890.95,780,780,7020,6890,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27150,CE,0.45,0.1,28.571428571428573,507,840,123,35.68,0.35,0.45,8840,3185,237250,33930,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27150,PE,0.0,0.0,0.0,0,0,0,0.0,2625.65,2990.75,780,780,6110,6110,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27200,CE,0.35,-0.05,-12.5,8332,6467,318,36.21,0.35,0.4,161460,132145,1854840,317850,24238.65,nse
2026-08-21 10:22:58.975064,NIFTY,2026-08-25,27200,PE,0.0,0.0,0.0,0,18,0,0.0,2788.25,2989.0,780,780,7020,6890,24238.65,nse
