datetime,open,high,low,close,volume
2026-02-06 03:45:00+00:00,25605.8,25621.0,25553.55,25602.45,0
2026-02-06 03:46:00+00:00,25598.0,25606.75,25581.1,25588.3,0
2026-02-06 03:47:00+00:00,25585.6,25619.75,25582.45,25618.5,0
2026-02-06 03:48:00+00:00,25617.85,25628.65,25617.1,25627.45,0
2026-02-06 03:49:00+00:00,25626.5,25630.8,25603.0,25603.5,0
2026-02-06 03:50:00+00:00,25600.65,25600.7,25578.45,25590.6,0
2026-02-06 03:51:00+00:00,25590.2,25601.85,25587.75,25598.0,0
2026-02-06 03:52:00+00:00,25599.5,25600.3,25589.7,25590.55,0
2026-02-06 03:53:00+00:00,25590.85,25590.85,25578.7,25583.7,0
2026-02-06 03:54:00+00:00,25582.95,25594.15,25580.2,25587.85,0
2026-02-06 03:55:00+00:00,25588.1,25592.6,25578.95,25582.8,0
2026-02-06 03:56:00+00:00,25583.75,25586.1,25574.9,25575.3,0
2026-02-06 03:57:00+00:00,25575.15,25589.85,25574.15,25587.35,0
2026-02-06 03:58:00+00:00,25587.5,25596.95,25579.95,25580.55,0
2026-02-06 03:59:00+00:00,25580.85,25581.15,25570.5,25574.35,0
2026-02-06 04:00:00+00:00,25574.6,25574.6,25564.5,25565.9,0
2026-02-06 04:01:00+00:00,25567.6,25569.85,25561.45,25561.5,0
2026-02-06 04:02:00+00:00,25561.0,25564.4,25554.5,25564.4,0
2026-02-06 04:03:00+00:00,25564.05,25573.95,25562.5,25563.15,0
2026-02-06 04:04:00+00:00,25562.6,25566.25,25558.0,25563.6,0
2026-02-06 04:05:00+00:00,25563.65,25565.8,25555.15,25556.2,0
2026-02-06 04:06:00+00:00,25556.3,25559.95,25549.8,25556.85,0
2026-02-06 04:07:00+00:00,25556.0,25556.45,25545.8,25547.9,0
2026-02-06 04:08:00+00:00,25547.0,25547.5,25534.2,25534.55,0
2026-02-06 04:09:00+00:00,25537.15,25548.15,25534.4,25544.3,0
2026-02-06 04:10:00+00:00,25543.45,25547.7,25539.85,25543.35,0
2026-02-06 04:11:00+00:00,25543.9,25544.75,25537.95,25540.25,0
2026-02-06 04:12:00+00:00,25540.9,25542.8,25535.8,25537.35,0
2026-02-06 04:13:00+00:00,25536.3,25538.55,25525.45,25525.75,0
2026-02-06 04:14:00+00:00,25525.35,25529.35,25522.25,25526.3,0
2026-02-06 04:15:00+00:00,25527.2,25552.2,25527.2,25551.3,0
2026-02-06 04:16:00+00:00,25552.15,25559.35,25549.25,25552.95,0
2026-02-06 04:17:00+00:00,25553.0,25562.15,25550.95,25561.65,0
2026-02-06 04:18:00+00:00,25561.45,25564.95,25558.2,25564.0,0
2026-02-06 04:19:00+00:00,25563.2,25569.0,25559.2,25569.0,0
2026-02-06 04:20:00+00:00,25569.25,25570.8,25556.85,25560.3,0
2026-02-06 04:21:00+00:00,25560.95,25566.2,25558.65,25565.75,0
2026-02-06 04:22:00+00:00,25565.55,25566.25,25558.15,25560.75,0
2026-02-06 04:23:00+00:00,25561.45,25562.45,25555.1,25559.15,0
2026-02-06 04:24:00+00:00,25559.5,25560.55,25553.0,25554.25,0
2026-02-06 04:25:00+00:00,25554.2,25554.6,25543.3,25545.85,0
2026-02-06 04:26:00+00:00,25545.5,25547.4,25542.3,25543.1,0
2026-02-06 04:27:00+00:00,25542.25,25544.6,25538.05,25541.1,0
2026-02-06 04:28:00+00:00,25541.1,25545.1,25538.7,25540.0,0
2026-02-06 04:29:00+00:00,25539.3,25553.1,25539.0,25552.35,0
2026-02-06 04:30:00+00:00,25552.35,25560.45,25547.05,25550.45,0
2026-02-06 04:31:00+00:00,25550.65,25550.65,25542.1,25542.6,0
2026-02-06 04:32:00+00:00,25542.9,25546.65,25527.7,25531.3,0
2026-02-06 04:33:00+00:00,25530.5,25533.3,25519.15,25523.1,0
2026-02-06 04:34:00+00:00,25522.6,25539.3,25522.6,25535.55,0
2026-02-06 04:35:00+00:00,25534.85,25542.15,25532.85,25540.9,0
2026-02-06 04:36:00+00:00,25540.45,25541.2,25526.55,25526.55,0
2026-02-06 04:37:00+00:00,25526.3,25528.7,25520.8,25528.7,0
2026-02-06 04:38:00+00:00,25527.7,25534.8,25526.6,25534.8,0
2026-02-06 04:39:00+00:00,25533.5,25536.3,25531.4,25531.75,0
2026-02-06 04:40:00+00:00,25531.55,25533.5,25523.15,25524.8,0
2026-02-06 04:41:00+00:00,25524.05,25524.2,25508.3,25509.75,0
2026-02-06 04:42:00+00:00,25509.6,25522.3,25504.6,25522.3,0
2026-02-06 04:43:00+00:00,25519.8,25521.75,25512.75,25514.9,0
2026-02-06 04:44:00+00:00,25515.2,25517.5,25511.85,25515.8,0
2026-02-06 04:45:00+00:00,25515.8,25522.65,25513.85,25518.5,0
2026-02-06 04:46:00+00:00,25518.35,25518.85,25511.6,25516.2,0
2026-02-06 04:47:00+00:00,25515.75,25528.0,25515.75,25526.85,0
2026-02-06 04:48:00+00:00,25527.4,25553.1,25526.75,25551.7,0
2026-02-06 04:49:00+00:00,25552.1,25553.2,25543.85,25544.85,0
2026-02-06 04:50:00+00:00,25543.95,25550.8,25543.95,25546.7,0
2026-02-06 04:51:00+00:00,25546.45,25549.05,25539.45,25547.55,0
2026-02-06 04:52:00+00:00,25546.3,25554.85,25545.75,25554.85,0
2026-02-06 04:53:00+00:00,25553.85,25558.8,25552.5,25553.6,0
2026-02-06 04:54:00+00:00,25553.15,25556.15,25544.7,25544.7,0
2026-02-06 04:55:00+00:00,25543.95,25546.4,25532.15,25533.8,0
2026-02-06 04:56:00+00:00,25532.85,25542.05,25530.3,25540.2,0
2026-02-06 04:57:00+00:00,25539.7,25541.0,25531.15,25533.45,0
2026-02-06 04:58:00+00:00,25533.05,25533.05,25523.65,25524.7,0
2026-02-06 04:59:00+00:00,25525.35,25525.35,25506.65,25506.65,0
2026-02-06 05:00:00+00:00,25507.1,25507.6,25497.1,25504.6,0
2026-02-06 05:01:00+00:00,25504.95,25512.0,25498.9,25505.95,0
2026-02-06 05:02:00+00:00,25506.15,25514.15,25505.75,25509.85,0
2026-02-06 05:03:00+00:00,25509.5,25511.3,25504.0,25505.35,0
2026-02-06 05:04:00+00:00,25504.0,25506.25,25496.1,25504.8,0
2026-02-06 05:05:00+00:00,25504.85,25510.35,25502.4,25509.45,0
2026-02-06 05:06:00+00:00,25509.65,25520.55,25508.9,25520.55,0
2026-02-06 05:07:00+00:00,25519.35,25520.85,25503.75,25504.8,0
2026-02-06 05:08:00+00:00,25503.95,25520.45,25503.95,25518.2,0
2026-02-06 05:09:00+00:00,25518.8,25525.85,25518.0,25522.45,0
2026-02-06 05:10:00+00:00,25521.6,25523.65,25513.8,25514.35,0
2026-02-06 05:11:00+00:00,25513.5,25514.25,25503.6,25506.75,0
2026-02-06 05:12:00+00:00,25506.0,25510.7,25500.55,25507.2,0
2026-02-06 05:13:00+00:00,25507.1,25508.0,25500.7,25501.25,0
2026-02-06 05:14:00+00:00,25501.4,25505.4,25497.9,25502.4,0
2026-02-06 05:15:00+00:00,25501.7,25504.55,25496.95,25504.55,0
2026-02-06 05:16:00+00:00,25504.45,25517.95,25503.5,25517.0,0
2026-02-06 05:17:00+00:00,25516.15,25518.05,25511.05,25512.15,0
2026-02-06 05:18:00+00:00,25512.5,25512.6,25499.2,25503.45,0
2026-02-06 05:19:00+00:00,25502.8,25513.4,25502.8,25507.8,0
2026-02-06 05:20:00+00:00,25507.55,25510.55,25500.9,25502.3,0
2026-02-06 05:21:00+00:00,25502.3,25504.35,25500.3,25504.35,0
2026-02-06 05:22:00+00:00,25504.05,25505.6,25492.4,25504.9,0
2026-02-06 05:23:00+00:00,25502.7,25513.5,25502.15,25505.65,0
2026-02-06 05:24:00+00:00,25504.95,25505.5,25496.6,25498.25,0
2026-02-06 05:25:00+00:00,25498.2,25500.0,25491.9,25496.45,0
2026-02-06 05:26:00+00:00,25496.4,25508.15,25496.0,25506.15,0
2026-02-06 05:27:00+00:00,25506.1,25512.1,25502.4,25511.35,0
2026-02-06 05:28:00+00:00,25511.6,25516.3,25510.7,25514.7,0
2026-02-06 05:29:00+00:00,25514.6,25524.2,25514.05,25522.5,0
2026-02-06 05:30:00+00:00,25522.75,25532.45,25522.75,25531.05,0
2026-02-06 05:31:00+00:00,25531.85,25537.35,25530.25,25537.35,0
2026-02-06 05:32:00+00:00,25537.45,25546.5,25536.45,25540.7,0
2026-02-06 05:33:00+00:00,25540.05,25541.65,25536.45,25538.15,0
2026-02-06 05:34:00+00:00,25538.15,25548.15,25538.15,25546.75,0
2026-02-06 05:35:00+00:00,25546.25,25552.5,25543.25,25549.55,0
2026-02-06 05:36:00+00:00,25549.7,25554.9,25546.0,25550.0,0
2026-02-06 05:37:00+00:00,25550.65,25553.4,25546.75,25551.15,0
2026-02-06 05:38:00+00:00,25551.1,25558.1,25548.1,25556.45,0
2026-02-06 05:39:00+00:00,25557.2,25559.55,25550.35,25559.1,0
2026-02-06 05:40:00+00:00,25558.6,25567.15,25554.85,25567.15,0
2026-02-06 05:41:00+00:00,25567.05,25567.6,25560.35,25563.6,0
2026-02-06 05:42:00+00:00,25563.9,25568.6,25559.8,25560.8,0
2026-02-06 05:43:00+00:00,25560.55,25569.15,25559.65,25568.2,0
2026-02-06 05:44:00+00:00,25567.35,25576.4,25562.3,25576.4,0
2026-02-06 05:45:00+00:00,25577.8,25581.2,25570.15,25571.05,0
